Dis_to_TertiaryHistory2.tif,wh_df_dem.tif,wh_df_pre.tif,wh_df_slope.tif,wh_df_tem.tif,wh_dist_gov.tif,wh_dist_highspdstation.tif,wh_dist_highway.tif,wh_dist_openwater.tif,wh_dist_primary.tif,wh_dist_railway.tif,wh_dist_secondary.tif,wh_dist_trunk.tif,wh_gdp2010.tif,wh_Pop.tif,wh_soiltype.tif,Type
0.0755633,0.228296,0.125714,0.0188143,0.347825,0.453171,0.175738,0.17936,0.00316051,0.174083,0.169468,0.37798,0.268971,0.00701446,0,0.449744,0
0.112769,0.212219,0.114286,0.0336517,0.285714,0.598279,0.297349,0.0310612,0.625765,0.358576,0.205372,0.140485,0.385173,0.0032242,0,0.465077,0
0.194014,0.21865,0.182857,0.0452982,0.354037,0.481926,0.213927,0.183182,0.127991,0.494164,0.195765,0.400727,0.306017,0.0016827,0,0.449744,0
0.0655611,0.231511,0.125714,0.0303343,0.347825,0.449685,0.177236,0.178005,0.0141342,0.183168,0.172267,0.370972,0.268011,0.00701446,0,0.449744,0
0.0722071,0.244373,0.165714,0.109496,0.329192,0.448113,0.178328,0.199706,0.0509617,0.260814,0.201947,0.360302,0.273213,0.017898,0,0.90971,0
0.153899,0.221865,0.0685714,0.0452982,0.236025,0.847165,0.30981,0.193833,0.473496,0.185745,0.0652052,0.450586,0.501885,0.0043918,0.0082885,0.255537,0
0.00252158,0.231511,0.114286,0.0475819,0.236025,0.695796,0.276674,0.198042,0.848648,0.037149,0.205968,0.0030533,0.444317,0.00341843,0.0285714,0.241908,0
0.150494,0.221865,0.182857,0.0420602,0.354037,0.483725,0.22552,0.163253,0.167537,0.515763,0.198856,0.396188,0.309837,0.00221101,0,0.449744,0
0.157916,0.209003,0.114286,0.0606412,0.354037,0.451836,0.151813,0.153577,0,0.117835,0.123714,0.381381,0.262078,0.00168241,0,0.449744,0
0.00356605,0.228296,0.114286,0.0538534,0.236025,0.698515,0.27759,0.20359,0.836311,0.026535,0.202115,0.0030533,0.445981,0.00341843,0.0285714,0.241908,0
0,0.21865,0.142857,0.0266059,0.236025,0.627568,0.288597,0.0853427,0.767561,0.24556,0.222897,0.0928624,0.403685,0.0447395,0.0206017,0.241908,0
0.207476,0.215434,0.114286,0.0531932,0.347825,0.455087,0.134428,0.126236,0,0.0905695,0.103168,0.393402,0.261049,0.0241351,0,0.449744,0
0.234236,0.212219,0.171429,0.00841439,0.341614,0.457829,0.125691,0.112617,0,0.075892,0.0929936,0.398441,0.261085,0.0241351,0,0.449744,0
0.0135791,0.228296,0.125714,0.0188143,0.329192,0.524632,0.277052,0.0818533,0.347656,0.616732,0.198858,0.403821,0.339369,0.00884686,0.00310819,0.90971,0
0.218957,0.209003,0.114286,0.0475819,0.347825,0.455208,0.13029,0.118972,0,0.0854493,0.0979204,0.394915,0.260403,0.0241351,0,0.449744,0
0.0615596,0.228296,0.148571,0.0237975,0.304347,0.503916,0.255161,0.111753,0.269516,0.598657,0.200916,0.407189,0.325093,0.0347661,0.0157003,0.449744,0
0.0874229,0.231511,0.0285714,0.0118996,0.21118,0.876406,0.32586,0.19101,0.424686,0.204664,0.0362967,0.547571,0.490347,0.0049786,0.000518031,0.255537,0
0.121717,0.215434,0.114286,0.0252408,0.285714,0.577604,0.310392,0.00321055,0.581611,0.407682,0.208938,0.196481,0.373294,0.00332423,0,0.465077,0
0.204248,0.21865,0.0742857,0.0266059,0.229813,0.800934,0.297577,0.19128,0.542006,0.196807,0.101608,0.315437,0.505746,0.00275333,0,0.255537,0
0.0727335,0.215434,0.12,0.0118996,0.291925,0.555062,0.314472,0.0353161,0.493292,0.4848,0.205475,0.269314,0.35942,0.00332423,0,0.90971,0
0.00713211,0.228296,0.125714,0,0.329192,0.521806,0.278769,0.0784978,0.353426,0.617263,0.201949,0.407097,0.337854,0.00884686,0.00310819,0.90971,0
0.164387,0.21865,0.0685714,0.034687,0.236025,0.835112,0.310148,0.18666,0.470481,0.199013,0.0705539,0.422062,0.502184,0.0199127,0.0082885,0.255537,1
0.160848,0.209003,0.102857,0.0188143,0.248447,0.768915,0.290162,0.196852,0.615748,0.184642,0.129876,0.214514,0.487105,0.00275333,0,0.55707,0
0.162793,0.212219,0.114286,0.110454,0.347825,0.445982,0.150216,0.145576,0,0.124375,0.119932,0.368792,0.258753,0.00902112,0,0.449744,0
0.149817,0.212219,0.102857,0.0640398,0.248447,0.763344,0.291,0.195359,0.619137,0.175131,0.13237,0.201887,0.484236,0.00332423,0,0.55707,0
0.117328,0.21865,0.102857,0.0118996,0.248447,0.751491,0.288529,0.199886,0.651134,0.143289,0.14301,0.16533,0.477778,0.00332423,0.0166966,0.55707,0
0.00563843,0.231511,0.114286,0.0356922,0.236025,0.69721,0.283998,0.209942,0.809393,0.0132675,0.193578,0.00610659,0.445857,0.00341843,0.0285714,0.241908,0
0.0339244,0.212219,0.12,0.0118996,0.304348,0.532979,0.296755,0.0545794,0.422528,0.557115,0.206439,0.346855,0.345873,0.00232239,0,0.90971,0
0.0575009,0.22508,0.108571,0.0420602,0.242236,0.729195,0.286556,0.207497,0.710573,0.079605,0.163282,0.0918022,0.464242,0.0607721,0,0.55707,0
0.0478436,0.263666,0.165714,0.0905054,0.329192,0.436121,0.186726,0.190069,0.0867846,0.279664,0.21122,0.332515,0.268132,0.0236604,0.01052,0.90971,0
0.161145,0.228296,0.182857,0.0356922,0.354037,0.468133,0.227146,0.162093,0.183119,0.478367,0.209159,0.363188,0.300978,0.00275714,0,0.449744,0
0.208561,0.215434,0.194286,0.0168282,0.360248,0.444928,0.134959,0.119793,0,0.107459,0.0998155,0.368855,0.25523,0.0241351,0,0.449744,0
0.0203296,0.21865,0.114286,0.0640398,0.236025,0.689899,0.28572,0.201197,0.820625,0.0291885,0.197119,0.0215901,0.441973,0.00341843,0.0285714,0.241908,0
0.0103967,0.21865,0.142857,0.0266059,0.236025,0.622132,0.29562,0.0892048,0.789621,0.236162,0.233014,0.113466,0.4018,0.0447395,0.048934,0.241908,0
0.193292,0.221865,0.194286,0.0188143,0.360248,0.442394,0.139267,0.126774,0,0.114808,0.104923,0.364469,0.255251,0.0241351,0,0.449744,0
0.200604,0.22508,0.194286,0.0672661,0.360248,0.443106,0.136681,0.122583,0,0.110432,0.101858,0.367031,0.255234,0.0241351,0,0.449744,0
0.116812,0.221865,0.0457143,0.0252408,0.229814,0.848249,0.321619,0.179475,0.424086,0.213619,0.0520093,0.476402,0.493346,0.0043918,0.000518031,0.255537,0
0.118943,0.21865,0.0457143,0,0.229814,0.847289,0.321191,0.179475,0.425461,0.213339,0.0528696,0.47335,0.49368,0.0043918,0.000518031,0.255537,0
0.121874,0.221865,0.154286,0.0564167,0.335403,0.473099,0.236662,0.146325,0.212131,0.504814,0.21019,0.364623,0.305822,0.00275714,0,0.449744,1
0.0112769,0.221865,0.114286,0.0428927,0.236025,0.694799,0.288569,0.212542,0.794068,0.0079605,0.188777,0.0110088,0.44499,0.0607721,0.0285714,0.241908,0
0,0.215434,0.142857,0.0188143,0.236025,0.615801,0.299333,0.0818533,0.777575,0.249429,0.234268,0.127582,0.398088,0.00332423,0.0206017,0.241908,1
0.0555321,0.215434,0.12,0.0303343,0.304348,0.526764,0.302768,0.0439506,0.446393,0.549275,0.21384,0.349266,0.343747,0.00284879,0,0.90971,0
0.0905314,0.212219,0.12,0,0.279503,0.559082,0.323709,0.00574321,0.578105,0.427214,0.220657,0.239659,0.364149,0.00867345,0.00266985,0.465077,0
0.0433829,0.215434,0.12,0.0266059,0.304348,0.519369,0.296262,0.051868,0.423012,0.57581,0.213999,0.377227,0.339004,0.00284879,0,0.90971,0
0.0903908,0.221865,0.16,0.00841439,0.341615,0.472232,0.245887,0.130965,0.247813,0.514451,0.215341,0.352203,0.306629,0.00275714,0.00167364,0.449744,1
0.223839,0.212219,0.2,0.0252408,0.360248,0.438353,0.12996,0.106724,0,0.108923,0.0909564,0.359227,0.251394,0.0241351,0,0.449744,0
0.0100863,0.21865,0.142857,0.0237975,0.236025,0.608718,0.303508,0.0775466,0.770911,0.25739,0.237088,0.142331,0.394931,0.00332423,0,0.241908,0
0.0841619,0.212219,0.114286,0,0.285714,0.570012,0.318002,0.00908081,0.624926,0.384758,0.223961,0.207647,0.37154,0.0032261,0,0.465077,0
0.0748871,0.212219,0.12,0.0188143,0.291925,0.530949,0.309769,0.0347571,0.473359,0.525393,0.215733,0.327728,0.347155,0.00284879,0,0.90971,0
0.0894362,0.221865,0.16,0.00841439,0.341615,0.471229,0.246582,0.12997,0.250319,0.512648,0.216372,0.349159,0.306092,0.00275714,0.00167364,0.449744,1
0.0318958,0.22508,0.154286,0.0428927,0.366459,0.424216,0.19451,0.151441,0.00632102,0.207669,0.168148,0.313955,0.255691,0.0308045,0.00406455,0.449744,0
0.0932985,0.221865,0.16,0.0188143,0.341615,0.469253,0.246705,0.130017,0.249099,0.508898,0.217402,0.345886,0.305196,0.00275714,0.00167364,0.449744,1
0.251969,0.199357,0.2,0.0490452,0.360248,0.439701,0.121457,0.0906718,0,0.0971703,0.0795033,0.366154,0.250332,0.0241351,0,0.449744,0
0.13951,0.221865,0.102857,0.0793005,0.248447,0.751463,0.300019,0.181258,0.60369,0.167171,0.129348,0.193228,0.478734,0.0205309,0,0.55707,0
0.0192038,0.228296,0.131429,0.0303343,0.335403,0.486524,0.266623,0.0944688,0.321705,0.576341,0.217402,0.359939,0.31752,0.00439001,0.000717274,0.449744,0
0.209792,0.209003,0.194286,0.0118996,0.360248,0.43376,0.135159,0.112918,0,0.122923,0.0959103,0.345684,0.249418,0.0241351,0,0.449744,0
0.00356605,0.215434,0.131429,0.0336517,0.329192,0.489128,0.272361,0.0850039,0.34135,0.591945,0.218432,0.361684,0.320138,0.00286424,0.000717274,0.90971,0
0.255191,0.212219,0.2,0.034687,0.360248,0.437113,0.120935,0.0870646,0,0.100868,0.077303,0.360496,0.248459,0.0241351,0,0.449744,0
0.0812012,0.215434,0.125714,0.0303343,0.236024,0.656544,0.297357,0.163782,0.877017,0.0981795,0.210313,0.0833947,0.423881,0.00329839,0,0.241908,0
0.0820967,0.209003,0.114286,0.0490452,0.291925,0.525835,0.311808,0.0302883,0.479836,0.528047,0.220738,0.338971,0.344337,0.00284879,0,0.465077,0
0.0454584,0.231511,0.177143,0.0677888,0.347825,0.421961,0.200563,0.18885,0.139206,0.290834,0.223584,0.293116,0.264839,0.0158454,0.00669456,0.90971,0
0.00563843,0.228296,0.137143,0.120192,0.360248,0.418113,0.197115,0.156864,0.0565369,0.213685,0.188597,0.297175,0.255672,0.0308045,0.00406455,0.449744,0
0.0460145,0.212219,0.154286,0.0775015,0.366459,0.419116,0.1904,0.141687,0.0252841,0.192228,0.161793,0.299985,0.251872,0.0308045,0.00406455,0.449744,0
0.0678956,0.205788,0.131429,0.0118996,0.279503,0.574171,0.318647,0.0263969,0.667316,0.355569,0.231701,0.203474,0.374504,0.0032261,0,0.465077,0
0.0398697,0.21865,0.114286,0.0252408,0.242236,0.686827,0.297635,0.203444,0.770834,0.005307,0.181527,0.037145,0.441748,0.00332423,0,0.241908,0
0.0913704,0.215434,0.114286,0.0266059,0.242236,0.651835,0.29937,0.159607,0.880461,0.10614,0.211459,0.0927117,0.421555,0.00329839,0,0.241908,0
0.00504316,0.22508,0.142857,0.0188143,0.347825,0.41502,0.199082,0.16056,0.0950783,0.223052,0.199897,0.290063,0.256076,0.0236604,0.00406455,0.90971,0
0.00504316,0.215434,0.137143,0.0266059,0.360248,0.414804,0.19995,0.149579,0.0469843,0.200054,0.182373,0.290063,0.252951,0.0308045,0.00406455,0.449744,0
0.319247,0.215434,0.24,0.0751919,0.37267,0.442387,0.102078,0.0493423,0,0.0712009,0.0504867,0.315245,0.242025,0.00213663,0,0.449744,0
0.0965143,0.237942,0.114286,0.0252408,0.242236,0.729567,0.3019,0.180717,0.639899,0.116754,0.14301,0.139252,0.466324,0.0205309,0.0085276,0.55707,0
0.00909169,0.228296,0.137143,0.0266059,0.360248,0.413834,0.19992,0.158043,0.0905032,0.217991,0.197828,0.28701,0.255132,0.0236604,0.00406455,0.449744,0
0.320479,0.212219,0.24,0.034687,0.37267,0.440688,0.102314,0.0473597,0,0.0747703,0.0494564,0.315909,0.240586,0.00213663,0,0.449744,0
